"","IDENT","NOI","POIDS","SEXE","AGE","CSE","ACTEU","STC","AIDREF","SALRED","TPP"
"14418","GDR6QCKC","01",1407.2310926,2,37,54,1,2,NA,1768,1
"14419","GDR6QCLC","01",3161.2424598,2,43,38,1,2,NA,4733,1
"14420","GDR6QCLC","04",3161.2424598,2,18,81,2,NA,3,NA,NA
"14421","GDR6QCMC","01",1569.1058923,1,72,NA,3,NA,5,NA,NA
"14422","GDR6QCMC","02",1569.1058923,2,66,NA,3,NA,5,NA,NA
"14423","GDR6QCNC","01",991.01193342,2,43,22,1,1,NA,NA,3
"14424","GDR6QCNC","02",991.01193342,1,45,21,1,1,NA,NA,3
"14425","GDR6QCOC","01",1384.4933476,2,62,46,1,2,NA,1700,1
"14426","GDR6QCOC","02",1384.4933476,1,22,63,1,2,NA,560,1
"14427","GDR6QCPC","01",1460.9649668,1,35,22,1,2,NA,NA,3
"14428","GDR6QCPC","02",1460.9649668,2,32,46,2,NA,5,NA,NA
"14429","GDR6QCQC","01",1191.3728784,1,34,NA,3,NA,5,NA,NA
"14430","GDR6QCQC","02",1191.3728784,2,33,53,1,2,NA,5000,1
"14431","GDR6QCSC","01",1653.7030994,1,37,63,1,2,NA,2004,1
"14432","GDR6QCSC","02",1653.7030994,2,35,37,1,2,NA,2400,3
"14433","GDS6VTHC","01",7677.4161395,1,33,47,1,2,NA,1950,1
"14434","GDS6VTHC","02",7677.4161395,2,28,46,1,2,NA,1500,1
"14435","GDS6VZ1C","01",1418.8765776,2,41,31,1,2,NA,NA,1
"14436","GDS6VZ1C","02",1418.8765776,1,38,53,1,2,NA,2150,1
"14437","GDT6V1TC","01",3156.6298135,2,41,42,1,2,NA,2400,1
"14438","GDT6V1TC","02",3156.6298135,1,38,47,1,2,NA,1500,1
"14439","GDT6V4LC","01",10179.634828,2,56,52,1,2,NA,1636,1
"14440","GDT6V7DC","01",4170.3917633,1,51,33,1,2,NA,3466,1
"14441","GDT6V7DC","02",4170.3917633,2,51,NA,3,NA,5,NA,NA
"14442","GDT6VA5C","01",1801.9429531,1,54,63,2,NA,5,NA,NA
"14443","GDT6VA5C","02",1801.9429531,2,52,NA,3,NA,5,NA,NA
"14444","GDT6VCXC","01",2608.6458951,1,53,21,1,1,NA,NA,1
"14445","GDT6VCXC","02",2608.6458951,2,47,54,1,2,NA,700,2
"14446","GDT6VCXC","03",2608.6458951,1,23,NA,3,NA,5,NA,NA
"14447","GDT6VCXC","04",2608.6458951,2,21,NA,3,NA,5,NA,NA
"14448","GDT6VFPC","01",1854.5360806,2,38,NA,3,NA,5,NA,NA
"14449","GDT6VFPC","02",1854.5360806,1,37,37,1,2,NA,2589,1
"14450","GDT6VFPC","03",1854.5360806,1,15,NA,3,NA,5,NA,NA
"14451","GDT6VIHC","01",2371.2279472,1,68,NA,3,NA,5,NA,NA
"14452","GDT6VIHC","02",2371.2279472,2,66,NA,3,NA,5,NA,NA
"14453","GDT6VL9C","01",2780.7686528,2,46,52,2,NA,5,NA,NA
"14454","GDT6VL9C","02",2780.7686528,1,50,48,1,2,NA,2767,1
"14455","GDT6VL9C","03",2780.7686528,2,20,67,1,2,NA,1200,1
"14456","GDT6VL9C","04",2780.7686528,1,15,NA,3,NA,5,NA,NA
"14457","GDT6VO1C","01",2046.8065314,1,42,21,1,1,NA,NA,1
"14458","GDT6VO1C","02",2046.8065314,2,41,43,1,2,NA,913,1
"14459","GDT6VTLC","01",3204.4593718,2,39,54,1,2,NA,1730,1
"14460","GDT6VTLC","02",3204.4593718,1,45,54,1,2,NA,3203,1
"14461","GDT6VTLC","03",3204.4593718,2,17,NA,3,NA,5,NA,NA
"14462","GDT6VWDC","01",2240.5300733,1,54,52,1,2,NA,1677,1
"14463","GDT6VWDC","02",2240.5300733,1,47,NA,3,NA,5,NA,NA
"14464","GDT6VZ5C","01",2331.3822108,2,34,52,1,2,NA,1170,1
"14465","GDU60ATD","01",1234.3700801,1,67,NA,3,NA,5,NA,NA
"14466","GDU60ATD","02",1234.3700801,2,74,NA,3,NA,4,NA,NA
"14467","GDU60AUD","01",924.15461515,1,62,NA,3,NA,5,NA,NA
"14468","GDU60AUD","02",924.15461515,2,40,55,1,2,NA,1100,2
"14469","GDU60AVD","01",1843.9596903,1,50,22,1,1,NA,NA,1
"14470","GDU60AVD","02",1843.9596903,2,49,NA,3,NA,4,NA,NA
"14471","GDU60AVD","03",1843.9596903,1,18,NA,3,NA,2,NA,NA
"14472","GDU60AWD","01",1664.8559462,1,34,11,1,3,NA,NA,3
"14473","GDU60AWD","04",1664.8559462,2,31,12,1,3,1,NA,3
"14474","GDU60AXD","01",1104.9866993,1,54,NA,3,NA,5,NA,NA
"14475","GDU60J5D","01",1605.8320353,2,68,NA,3,NA,4,NA,NA
"14476","GDU60J5D","02",1605.8320353,1,68,NA,3,NA,5,NA,NA
"14477","GDU60OPD","01",1311.7432828,1,68,NA,3,NA,5,NA,NA
"14478","GDU60OPD","02",1311.7432828,2,68,NA,3,NA,4,NA,NA
"14479","GDU60RHD","01",1480.2301982,1,46,21,2,NA,5,NA,NA
"14480","GDU60RHD","04",1480.2301982,1,16,NA,3,NA,5,NA,NA
"14481","GDU60X1D","01",1334.9808343,1,50,11,1,1,NA,NA,1
"14482","GDU60X2D","01",1284.1965838,2,44,54,1,2,NA,650,2
"14483","GDU60ZTD","01",1401.8400248,1,83,NA,3,NA,NA,NA,NA
"14484","GDU6V1XC","01",2228.7760607,1,67,NA,3,NA,5,NA,NA
"14485","GDU6V1XC","02",2228.7760607,2,61,NA,3,NA,5,NA,NA
"14486","GDU6V4PC","01",1405.5516928,2,73,NA,3,NA,3,NA,NA
"14487","GDU6V7HC","01",1485.7017936,1,70,NA,3,NA,5,NA,NA
"14488","GDU6V7HC","02",1485.7017936,2,65,NA,3,NA,5,NA,NA
"14489","GDU6VA9C","01",1381.8905186,2,38,52,1,2,NA,1400,1
"14490","GDU6VA9C","02",1381.8905186,1,17,NA,3,NA,5,NA,NA
"14491","GDV602LD","01",1311.7432828,1,68,NA,3,NA,5,NA,NA
"14492","GDV602LD","02",1311.7432828,2,66,NA,3,NA,4,NA,NA
"14493","GDV605FD","01",2075.3722239,1,49,52,1,2,NA,800,2
"14494","GDV605FD","02",2075.3722239,2,44,54,1,2,NA,1300,1
"14495","GDV605FD","03",2075.3722239,2,17,NA,3,NA,5,NA,NA
"14496","GDV605ID","01",1186.4947983,2,53,56,1,1,NA,865,2
"14497","GDV605ID","02",1186.4947983,1,64,NA,3,NA,5,NA,NA
"14498","GDV605ID","03",1186.4947983,1,30,NA,3,NA,5,NA,NA
"14499","GDV6085D","01",2407.8576237,2,56,52,1,2,NA,1700,2
"14500","GDV60AXD","01",2007.7934443,1,70,NA,3,NA,5,NA,NA
"14501","GDV60AXD","03",2007.7934443,1,32,NA,3,NA,5,NA,NA
"14502","GDV60AZD","01",1401.7584419,2,35,56,1,2,NA,1200,2
"14503","GDV60AZD","02",1401.7584419,1,56,NA,3,NA,5,NA,NA
"14504","GDV60B0D","01",1769.5070451,1,40,65,1,2,NA,1100,1
"14505","GDV60B0D","02",1769.5070451,2,45,56,1,2,NA,1100,1
"14506","GDV60DPD","01",1198.2768714,1,51,NA,3,NA,5,NA,NA
"14507","GDV60DPD","02",1198.2768714,2,47,NA,3,NA,4,NA,NA
"14508","GDV60DPD","03",1198.2768714,2,15,NA,3,NA,5,NA,NA
"14509","GDV60DQD","01",1331.1874636,1,45,43,1,1,NA,NA,1
"14510","GDV60GHD","01",1024.2130755,2,91,NA,3,NA,NA,NA,NA
"14511","GDV60GHD","02",1024.2130755,1,67,NA,3,NA,5,NA,NA
"14512","GFA56O66","01",3335.2198171,1,36,38,1,2,NA,2500,1
"14513","GFA56O76","01",1837.4758772,1,50,37,1,2,NA,9639,1
"14514","GFA56O96","01",1538.9828384,1,34,37,1,2,NA,5951,1
"14515","GFA56O96","02",1538.9828384,2,33,31,1,1,NA,NA,1
"14516","GFA56OD6","01",1277.8354016,2,73,NA,3,NA,5,NA,NA
"14517","GFA56OI6","01",1753.8821902,2,37,21,1,1,NA,NA,1
"14518","GFA56OJ6","01",1563.0203385,1,29,38,1,2,NA,2400,1
"14519","GFA56OJ6","02",1563.0203385,2,30,38,1,2,NA,2450,1
"14520","GFA56QY6","01",1430.1439206,1,61,38,1,2,NA,10389,1
"14521","GFA56TQ6","01",2935.411564,2,42,22,1,1,NA,NA,1
"14522","GFA56TR6","01",2272.297669,1,28,46,1,2,NA,2433,1
"14523","GFC5B5H6","01",1447.1059333,2,85,NA,3,NA,NA,NA,NA
"14524","GFC5BB16","01",1378.0012919,1,39,38,1,2,NA,5000,1
"14525","GFC5BB16","02",1378.0012919,2,38,NA,3,NA,4,NA,NA
"14526","GFC5BB26","01",1782.6777881,1,25,52,1,2,NA,1703,1
"14527","GFC5BGL6","01",1626.5897414,2,56,45,1,2,NA,2550,1
"14528","GFC5BJD6","01",1367.997372,2,66,NA,3,NA,5,NA,NA
"14529","GFC5BM56","01",1783.8731771,1,47,56,1,2,NA,1740,1
"14530","GFC5BM56","02",1783.8731771,2,46,34,1,2,NA,2250,1
"14531","GFC5BM56","03",1783.8731771,1,15,NA,3,NA,5,NA,NA
"14532","GFC5BOX6","01",1791.0912929,2,42,22,1,1,NA,NA,1
"14533","GFC5BOX6","02",1791.0912929,2,22,NA,3,NA,5,NA,NA
"14534","GFC5BOX6","03",1791.0912929,2,22,NA,3,NA,5,NA,NA
"14535","GFC5BRP6","01",1411.3248648,1,71,NA,3,NA,5,NA,NA
"14536","GFC5BRP6","02",1411.3248648,2,70,NA,3,NA,5,NA,NA
"14537","GFD5B016","01",1441.1299659,1,73,NA,3,NA,5,NA,NA
"14538","GFD5B016","02",1441.1299659,2,66,NA,3,NA,5,NA,NA
"14539","GFD5B2T6","01",1829.9929696,1,49,47,2,NA,5,NA,NA
"14540","GFD5B2T6","02",1829.9929696,2,63,NA,3,NA,3,NA,NA
"14541","GFD5B2T6","03",1829.9929696,2,16,NA,3,NA,5,NA,NA
"14542","GFD5B2T6","04",1829.9929696,1,22,43,1,2,NA,1200,1
"14543","GFD5B5L6","01",1764.8383773,1,54,67,1,2,NA,2004,1
"14544","GFD5B5L6","02",1764.8383773,2,50,56,1,2,NA,450,2
"14545","GFD5B8D6","01",1464.5649667,1,63,NA,3,NA,5,NA,NA
"14546","GFD5B8D6","02",1464.5649667,2,61,NA,3,NA,4,NA,NA
"14547","GFD5B8D6","03",1464.5649667,1,28,81,2,NA,5,NA,NA
"14548","GFD5B8D6","04",1464.5649667,1,25,NA,3,NA,2,NA,NA
"14549","GFD5B8D6","05",1464.5649667,1,23,NA,3,NA,2,NA,NA
"14550","GFD5BB56","01",1308.1756365,1,41,69,1,2,NA,1100,1
"14551","GFD5BB56","02",1308.1756365,2,33,55,1,2,NA,960,2
"14552","GFD5BDX6","01",1309.0088264,2,71,NA,3,NA,5,NA,NA
"14553","GFD5BGP6","01",1594.0012051,1,58,NA,3,NA,5,NA,NA
"14554","GFD5BGP6","02",1594.0012051,2,53,42,1,2,NA,250,2
"14555","GFD5BGP6","03",1594.0012051,1,29,55,1,2,NA,1500,1
"14556","GFD5BJH6","01",1956.4890042,1,44,53,1,2,NA,1354,1
"14557","GFD5BJH6","02",1956.4890042,2,46,63,1,2,NA,1629,1
"14558","GFD5BJH6","03",1956.4890042,2,23,56,1,2,NA,1367,1
"14559","GFD5BM96","01",2003.0535301,1,57,NA,3,NA,5,NA,NA
"14560","GFD5BM96","03",2003.0535301,1,18,NA,3,NA,5,NA,NA
"14561","GFD5BM96","05",2003.0535301,2,57,53,1,2,NA,1800,1
"14562","GFD5GMT6","01",1403.6400831,2,25,NA,3,NA,5,NA,NA
"14563","GFD5GMU6","01",1270.6369827,2,34,52,2,NA,5,NA,NA
"14564","GFD5GMU6","02",1270.6369827,1,30,67,2,NA,5,NA,NA
"14565","GFD5GMV6","01",1464.4302427,2,35,43,1,2,NA,1583,2
"14566","GFD5GMV6","02",1464.4302427,1,37,46,1,2,NA,1600,1
"14567","GFD5GMW6","01",1574.2886729,1,60,37,2,NA,5,NA,NA
"14568","GFD5GMW6","02",1574.2886729,2,56,45,1,2,NA,1722,1
"14569","GFD5GMW6","03",1574.2886729,1,26,46,1,2,NA,1535,1
"14570","GFD5GMW6","04",1574.2886729,1,25,46,1,2,NA,1833,1
"14571","GFD5GMW6","05",1574.2886729,1,20,NA,3,NA,5,NA,NA
"14572","GFD5GMX6","01",1633.9117725,1,58,52,1,2,NA,2050,1
"14573","GFD5GMX6","02",1633.9117725,2,42,56,1,2,NA,1200,1
"14574","GFD5GMX6","03",1633.9117725,1,22,NA,3,NA,5,NA,NA
"14575","GFD5GMX6","04",1633.9117725,2,21,NA,3,NA,5,NA,NA
"14576","GFD5GMY6","01",1594.2957897,2,46,52,1,2,NA,2328,1
"14577","GFD5GMY6","02",1594.2957897,1,26,NA,3,NA,5,NA,NA
"14578","GFD5GMY6","03",1594.2957897,1,24,NA,3,NA,5,NA,NA
"14579","GFD5GMZ6","01",1349.4958402,2,50,NA,3,NA,5,NA,NA
"14580","GFD5GMZ6","02",1349.4958402,1,15,NA,3,NA,5,NA,NA
"14581","GFD5GN16","01",1704.310204,2,58,NA,3,NA,5,NA,NA
"14582","GFD5GN16","02",1704.310204,1,80,NA,3,NA,NA,NA,NA
"14583","GFD5GN16","03",1704.310204,2,22,54,1,2,NA,1278,1
"14584","GFD5GN16","04",1704.310204,1,18,NA,3,NA,5,NA,NA
"14585","GFD5GN36","01",1683.0279495,2,37,NA,3,NA,5,NA,NA
"14586","GFD5GN36","02",1683.0279495,1,40,46,1,2,NA,1517,1
"14587","GFD5GN46","01",2027.0638243,1,47,56,1,2,NA,1200,1
"14588","GFD5GN46","02",2027.0638243,2,19,81,2,NA,5,NA,NA
"14589","GFD5GN56","01",1752.2339045,1,66,NA,3,NA,5,NA,NA
"14590","GFD5GN56","02",1752.2339045,2,48,68,2,NA,5,NA,NA
"14591","GFD5GN56","03",1752.2339045,2,21,NA,3,NA,5,NA,NA
"14592","GFD5GN56","04",1752.2339045,1,20,NA,3,NA,5,NA,NA
"14593","GFD5GN56","05",1752.2339045,1,17,NA,3,NA,5,NA,NA
"14594","GFD5GN66","01",1585.8426156,1,33,43,1,2,NA,1136,1
"14595","GFD5GN66","02",1585.8426156,2,33,52,1,2,NA,1639,1
"14596","GFD5GN96","01",1837.2752635,2,42,56,1,2,NA,788,2
"14597","GFD5GN96","02",1837.2752635,1,30,54,1,2,NA,1588,1
"14598","GFD5GN96","03",1837.2752635,2,22,NA,3,NA,5,NA,NA
"14599","GFD5GN96","04",1837.2752635,2,20,NA,3,NA,5,NA,NA
"14600","GFD5GN96","05",1837.2752635,2,17,NA,3,NA,5,NA,NA
"14601","GFD5GNC6","01",1624.714296,2,45,52,1,2,NA,1547,1
"14602","GFD5GNC6","02",1624.714296,2,24,NA,3,NA,5,NA,NA
"14603","GFD5GNC6","03",1624.714296,1,17,NA,3,NA,5,NA,NA
"14604","GFD5GND6","01",1457.9554583,2,60,NA,3,NA,5,NA,NA
"14605","GFD5GND6","02",1457.9554583,1,23,NA,3,NA,5,NA,NA
"14606","GFD5GNE6","01",1784.2944706,2,27,43,1,2,NA,1713,1
"14607","GFD5GNE6","02",1784.2944706,1,35,67,2,NA,5,NA,NA
"14608","GFD5GNG6","01",1651.9765572,2,36,56,2,NA,5,NA,NA
"14609","GFD5GNG6","02",1651.9765572,1,15,NA,3,NA,5,NA,NA
"14610","GFD5OIDD","01",1467.8401068,1,33,38,1,2,NA,2100,1
"14611","GFD5OIED","03",1486.4625864,2,49,35,1,2,NA,1200,3
"14612","GFD5OIFD","01",1240.727553,2,43,56,2,NA,5,NA,NA
"14613","GFD5OIFD","04",1240.727553,1,17,NA,3,NA,5,NA,NA
"14614","GFD5OIGD","01",1550.3069685,2,65,NA,3,NA,5,NA,NA
"14615","GFD5OIHD","01",1343.4533205,2,61,37,2,NA,5,NA,NA
"14616","GFD5OIHD","02",1343.4533205,1,60,37,1,2,NA,600,2
"14617","GFD5OIID","02",1067.4279638,2,38,34,1,2,NA,3800,1
"14618","GFD5OIJD","01",1419.0255532,2,50,43,1,2,NA,485,2
"14619","GFD5OIND","01",1056.6218405,2,27,35,2,NA,5,NA,NA
"14620","GFD5OIND","02",1056.6218405,2,38,46,1,2,NA,1708,1
"14621","GFD5OIOD","01",1638.0439442,2,45,46,2,NA,5,NA,NA
"14622","GFD5OIOD","02",1638.0439442,1,44,21,2,NA,5,NA,NA
"14623","GFD5OIPD","01",1752.9193573,1,35,34,1,2,NA,950,1
"14624","GFD5OIQD","03",1273.839516,2,37,33,1,2,NA,3477,1
"14625","GFD5OIRD","01",1541.4127338,2,26,54,1,2,NA,1475,1
"14626","GFD5OIRD","02",1541.4127338,1,28,63,1,2,NA,1568,1
"14627","GFD5OISD","01",1159.0766886,2,48,35,1,2,NA,3985,1
"14628","GFD5OIUD","05",1347.7780094,2,21,NA,3,NA,5,NA,NA
"14629","GFD5OIUD","06",1347.7780094,2,21,NA,3,NA,5,NA,NA
"14630","GFD5OL5D","01",1367.0780503,1,30,67,1,2,NA,1333,1
"14631","GFD5OL5D","02",1367.0780503,1,77,NA,3,NA,NA,NA,NA
"14632","GFD5OL6D","01",1523.7128204,2,32,46,1,2,NA,1568,1
"14633","GFD5OL9D","01",1353.0457731,2,32,35,1,2,NA,1878,1
"14634","GFD5OLAD","01",1810.2219018,2,27,35,1,2,NA,1717,1
"14635","GFD5OLCD","01",1637.6272951,2,33,52,1,2,NA,1058,1
"14636","GFE5TZPD","04",1416.0749379,2,27,56,1,2,NA,498,2
"14637","GFE5TZPD","05",1416.0749379,1,25,62,2,NA,5,NA,NA
"14638","GFF5L456","01",1269.0516212,2,57,55,1,2,NA,2475,1
"14639","GFF5L456","02",1269.0516212,1,55,63,1,2,NA,1800,1
"14640","GFF5L466","01",1090.5984114,1,28,47,2,NA,3,NA,NA
"14641","GFF5L466","02",1090.5984114,2,34,55,1,2,NA,1600,1
"14642","GFF5L476","01",1220.9756379,2,39,46,1,2,NA,2200,1
"14643","GFF5L476","02",1220.9756379,1,39,45,1,2,NA,2740,1
"14644","GFF5L496","01",1505.5810224,2,46,63,2,NA,5,NA,NA
"14645","GFF5L496","02",1505.5810224,2,56,55,1,2,NA,1855,1
"14646","GFF5L4B6","01",1945.7431484,2,39,37,1,2,NA,3300,1
"14647","GFF5L4D6","01",1163.6689081,1,64,NA,3,NA,5,NA,NA
"14648","GFF5L4E6","01",1395.0032127,1,29,38,1,2,NA,2748,1
"14649","GFF5L4E6","02",1395.0032127,2,29,42,1,2,NA,980,2
"14650","GFF5L4F6","01",1331.7696907,2,35,37,1,2,NA,3147,1
"14651","GFF5L4F6","02",1331.7696907,1,36,35,1,2,NA,3225,1
"14652","GFF5L4H6","01",1761.3326489,1,40,35,1,2,NA,3142,1
"14653","GFF5L4H6","02",1761.3326489,2,38,38,1,2,NA,3469,1
"14654","GFF5L4J6","01",1194.3534257,2,33,NA,3,NA,5,NA,NA
"14655","GFF5L4J6","02",1194.3534257,1,34,22,1,1,NA,NA,1
"14656","GFF5L4M6","01",1205.7648769,1,82,NA,3,NA,NA,NA,NA
"14657","GFF5L4M6","02",1205.7648769,2,76,NA,3,NA,NA,NA,NA
"14658","GFF5L6Y6","01",2584.9146751,2,27,54,1,2,NA,2058,1
"14659","GFF5L6Y6","02",2584.9146751,1,27,47,1,2,NA,975,2
"14660","GFF5LCM6","01",8453.2579488,2,40,38,1,2,NA,3307,1
"14661","GFF5LCN6","01",8990.4094199,1,50,64,1,2,NA,2222,1
"14662","GFF5LCN6","02",8990.4094199,2,43,46,1,2,NA,1829,1
"14663","GFF5LCP6","01",8395.3381936,2,25,52,1,2,NA,1571,1
"14664","GFF5LCP6","02",8395.3381936,1,33,68,1,2,NA,1395,1
"14665","GFF5LCQ6","01",10657.374254,2,40,54,1,2,NA,1400,2
"14666","GFF5LCQ6","02",10657.374254,1,48,64,1,2,NA,2200,1
"14667","GFF5LCT6","01",6858.5527064,2,31,37,1,2,NA,3698,1
"14668","GFF5LCT6","02",6858.5527064,1,31,38,1,2,NA,3467,1
"14669","GFF5LF96","01",8324.9657559,1,37,53,1,2,NA,1215,1
"14670","GFF5LF96","02",8324.9657559,2,43,65,1,2,NA,1400,1
"14671","GFF5LF96","03",8324.9657559,1,18,68,1,2,NA,600,1
"14672","GFF5LFA6","01",8065.3776585,1,68,NA,3,NA,5,NA,NA
"14673","GFF5LFA6","02",8065.3776585,2,68,NA,3,NA,5,NA,NA
"14674","GFF5LFB6","01",8121.7820171,1,42,38,1,2,NA,11917,1
"14675","GFF5T2HD","01",1607.1216405,2,89,NA,3,NA,NA,NA,NA
"14676","GFF5T2HD","02",1607.1216405,1,59,65,1,2,NA,2084,1
"14677","GFF5T59D","01",1600.8645632,1,56,52,1,2,NA,1531,1
"14678","GFF5T81D","01",1580.6755705,2,97,NA,3,NA,NA,NA,NA
"14679","GFF5TATD","01",1563.0097942,1,50,54,2,NA,5,NA,NA
"14680","GFF5TATD","02",1563.0097942,2,35,52,1,2,NA,1061,1
"14681","GFF5TATD","03",1563.0097942,2,17,NA,3,NA,5,NA,NA
"14682","GFF5TDLD","01",1779.6479429,1,65,NA,3,NA,5,NA,NA
"14683","GFF5TDLD","02",1779.6479429,2,58,NA,3,NA,5,NA,NA
"14684","GFF5TDLD","06",1779.6479429,1,18,NA,3,NA,5,NA,NA
"14685","GFF5TGDD","01",1214.1225425,1,63,56,1,2,NA,1059,1
"14686","GFF5TGDD","02",1214.1225425,2,56,NA,3,NA,5,NA,NA
"14687","GFF5TGDD","03",1214.1225425,1,27,37,1,2,NA,2812,1
"14688","GFF5TGDD","04",1214.1225425,2,26,37,1,2,NA,2335,1
"14689","GFF5TGDD","05",1214.1225425,1,15,NA,3,NA,5,NA,NA
"14690","GFF5TJ6D","01",1258.7624176,1,32,63,1,2,NA,1399,1
"14691","GFF5TJ6D","02",1258.7624176,2,25,NA,3,NA,5,NA,NA
"14692","GFF5TJ8D","01",1413.1524653,1,93,NA,3,NA,NA,NA,NA
"14693","GFF5TLXD","01",1960.6435654,2,28,NA,3,NA,5,NA,NA
"14694","GFF5TLYD","01",1541.5631316,1,65,NA,3,NA,5,NA,NA
"14695","GFF5TM1D","06",1299.1078672,2,40,54,1,2,NA,803,2
"14696","GFF5TM1D","08",1299.1078672,1,18,NA,3,NA,5,NA,NA
"14697","GFF5TM1D","09",1299.1078672,2,17,NA,3,NA,5,NA,NA
"14698","GFF5TOPD","01",1334.5817564,1,43,63,1,2,NA,1665,1
"14699","GFF5TOPD","02",1334.5817564,2,38,54,1,2,NA,1782,1
"14700","GFF5TOPD","03",1334.5817564,1,18,63,1,2,NA,1268,1
"14701","GFF5TRHD","01",1630.3532012,1,42,63,1,2,NA,1354,1
"14702","GFF5TRHD","02",1630.3532012,2,34,NA,3,NA,5,NA,NA
"14703","GFF5TRID","01",1213.828435,1,49,63,1,2,NA,1345,1
"14704","GFF5TRID","02",1213.828435,2,49,NA,3,NA,5,NA,NA
"14705","GFF5TRID","03",1213.828435,2,21,NA,3,NA,5,NA,NA
"14706","GFF5TRID","04",1213.828435,1,25,63,1,2,NA,1504,1
"14707","GFF5TU9D","01",1315.5319164,2,54,56,1,2,NA,1439,1
"14708","GFF5TU9D","02",1315.5319164,1,16,NA,3,NA,5,NA,NA
"14709","GFF5TX1D","01",1541.2600754,2,66,NA,3,NA,5,NA,NA
"14710","GFF5TZTD","01",1041.0833514,2,43,53,1,2,NA,1587,1
"14711","GFF5TZTD","02",1041.0833514,1,17,NA,3,NA,5,NA,NA
"14712","GFG5QLH6","01",1672.5758789,2,47,NA,3,NA,5,NA,NA
"14713","GFG5QLH6","02",1672.5758789,1,21,NA,3,NA,5,NA,NA
"14714","GFG5QLH6","03",1672.5758789,2,19,NA,3,NA,5,NA,NA
"14715","GFG5QLI6","01",1414.6849441,2,31,NA,3,NA,5,NA,NA
"14716","GFG5QLI6","02",1414.6849441,1,43,64,1,2,NA,1645,1
"14717","GFG5QLJ6","01",1456.039902,2,56,NA,3,NA,5,NA,NA
"14718","GFG5QLJ6","02",1456.039902,1,57,53,1,2,NA,1810,1
"14719","GFG5QLM6","01",1477.4433066,2,34,46,2,NA,5,NA,NA
"14720","GFG5QLM6","02",1477.4433066,1,33,37,1,2,NA,2033,1
"14721","GFG5QLN6","01",1122.6327578,1,59,62,2,NA,5,NA,NA
"14722","GFG5QLN6","02",1122.6327578,1,23,81,2,NA,5,NA,NA
"14723","GFG5QLO6","01",1714.2643932,2,44,NA,3,NA,5,NA,NA
"14724","GFG5QLO6","02",1714.2643932,1,51,68,1,2,NA,1300,2
"14725","GFG5QLO6","03",1714.2643932,1,19,NA,3,NA,5,NA,NA
"14726","GFG5QLO6","04",1714.2643932,2,15,NA,3,NA,5,NA,NA
"14727","GFG5QLP6","01",1474.4462982,2,36,55,1,2,NA,1650,1
"14728","GFG5QLP6","02",1474.4462982,2,16,NA,3,NA,5,NA,NA
"14729","GFG5QLQ6","01",1262.6038082,2,31,NA,3,NA,5,NA,NA
"14730","GFG5QLQ6","02",1262.6038082,1,40,64,1,2,NA,1821,1
"14731","GFG5QLR6","01",1640.7459417,1,37,67,1,2,NA,1593,1
"14732","GFG5QLS6","01",2382.5942515,1,28,22,1,1,NA,NA,1
"14733","GFG5QLS6","02",2382.5942515,2,27,NA,3,NA,5,NA,NA
"14734","GFG5QLT6","01",1525.9738992,2,44,54,1,2,NA,1417,1
"14735","GFG5QLT6","02",1525.9738992,1,18,NA,3,NA,5,NA,NA
"14736","GFG5QLU6","01",1693.1144984,1,39,NA,3,NA,5,NA,NA
"14737","GFG5QLV6","01",1385.0233371,2,31,52,1,2,NA,1300,1
"14738","GFG5QLW6","01",1643.6370339,2,44,52,2,NA,5,NA,NA
"14739","GFG5QLW6","02",1643.6370339,1,18,NA,3,NA,5,NA,NA
"14740","GFG5QLX6","01",1466.9257949,2,53,43,1,2,NA,1610,1
"14741","GFG5QLY6","01",1904.5339668,2,42,NA,3,NA,5,NA,NA
"14742","GFG5QLY6","02",1904.5339668,1,49,48,2,NA,5,NA,NA
"14743","GFG5QLY6","03",1904.5339668,2,16,NA,3,NA,5,NA,NA
"14744","GFG5QLZ6","01",1389.5968917,2,47,56,1,2,NA,1300,1
"14745","GFG5QLZ6","02",1389.5968917,1,20,43,1,2,NA,1340,1
"14746","GFG5QLZ6","03",1389.5968917,1,16,NA,3,NA,5,NA,NA
"14747","GFG5QO96","01",1585.9072467,2,75,NA,3,NA,NA,NA,NA
"14748","GFG5QOB6","01",2465.4190009,1,29,65,1,2,NA,1257,1
"14749","GFG5QOC6","01",1858.1715698,2,55,NA,3,NA,5,NA,NA
"14750","GFG5QOD6","01",1595.0330186,1,63,NA,3,NA,5,NA,NA
"14751","GFG5QOE6","01",1894.4207282,2,62,NA,3,NA,4,NA,NA
"14752","GFG5T2LD","01",2357.8034439,1,62,NA,3,NA,5,NA,NA
"14753","GFG5T2LD","02",2357.8034439,2,61,NA,3,NA,5,NA,NA
"14754","GFG5T5DD","01",1185.0554636,1,49,64,1,2,NA,2583,1
"14755","GFG5T5DD","02",1185.0554636,2,43,56,1,2,NA,1374,1
"14756","GFG5T5DD","03",1185.0554636,2,18,NA,3,NA,5,NA,NA
"14757","GFG5T85D","01",1269.077254,1,73,NA,3,NA,5,NA,NA
"14758","GFG5T85D","02",1269.077254,2,75,NA,3,NA,NA,NA,NA
"14759","GFG5TAXD","01",1369.2739766,2,55,NA,3,NA,5,NA,NA
"14760","GFG5TAXD","02",1369.2739766,1,49,68,1,2,NA,1009,1
"14761","GFG5YH1D","01",1110.0810315,1,78,NA,3,NA,NA,NA,NA
