"","IDENT","NOI","POIDS","SEXE","AGE","CSE","ACTEU","STC","AIDREF","SALRED","TPP"
"1","G0A56JP6","01",1776.5633537,2,66,56,1,2,NA,596,1
"2","G0A56JP6","02",1776.5633537,1,29,81,2,NA,5,NA,NA
"3","G0A56JR6","01",2044.9200617,2,27,38,1,2,NA,2700,1
"4","G0A56JS6","01",1897.5192433,2,29,37,1,2,NA,2666,1
"5","G0A56JT6","01",1754.2999504,1,31,37,1,2,NA,11967,1
"6","G0A56JU6","01",1643.8078854,2,24,NA,3,NA,5,NA,NA
"7","G0A56JV6","01",2191.0070385,1,27,46,1,2,NA,2000,1
"8","G0A56JV6","02",2191.0070385,2,25,37,1,2,NA,2800,1
"9","G0A56JW6","01",1616.747565,1,35,37,1,2,NA,2333,1
"10","G0A56JX6","01",1523.697023,1,31,38,1,2,NA,3500,1
"11","G0A56JX6","02",1523.697023,2,31,38,1,2,NA,2492,1
"12","G0A56JY6","01",1589.1296234,2,33,37,1,2,NA,3000,1
"13","G0A56JZ6","01",2692.1053657,1,31,NA,3,NA,5,NA,NA
"14","G0A56JZ6","02",2692.1053657,2,29,37,1,2,NA,3500,1
"15","G0A56K06","01",1778.3894696,2,23,35,1,2,NA,1500,1
"16","G0A56K06","02",1778.3894696,1,25,46,1,2,NA,1300,1
"17","G0A56MH6","01",3583.8205653,2,30,34,1,2,NA,1600,1
"18","G0A56MI6","01",1921.5837576,1,27,38,1,2,NA,3613,1
"19","G0A56MK6","01",1589.1296234,2,32,38,1,2,NA,3421,1
"20","G0A56ML6","01",1588.1520511,2,20,NA,3,NA,5,NA,NA
"21","G0A56MM6","01",1733.2295778,2,38,35,1,2,NA,1800,2
"22","G0A56MN6","01",1512.1129957,1,38,56,1,2,NA,2463,1
"23","G0A56MN6","02",1512.1129957,2,31,46,1,2,NA,2167,1
"24","G0A56MO6","01",1632.0580577,1,26,38,1,2,NA,2925,1
"25","G0A56MP6","01",1803.6191055,1,37,38,1,2,NA,3917,1
"26","G0A56MP6","02",1803.6191055,2,28,37,1,2,NA,2000,1
"27","G0A56MQ6","01",1254.1437998,1,23,46,1,2,NA,1080,1
"28","G0A56MR6","01",1950.9117187,1,27,54,1,2,NA,1517,1
"29","G0A56MR6","02",1950.9117187,2,27,54,1,2,NA,1500,1
"30","G0A56MS6","01",1975.6834233,2,26,31,1,2,NA,NA,1
"31","G0A56MT6","01",2169.9728768,1,30,37,1,2,NA,2600,1
"32","G0C5B116","01",1415.8182666,1,64,37,1,2,NA,3350,1
"33","G0C5B116","02",1415.8182666,2,61,NA,3,NA,5,NA,NA
"34","G0C5B116","03",1415.8182666,1,24,NA,3,NA,5,NA,NA
"35","G0C5B126","01",1313.2044509,1,50,31,1,2,NA,4111,1
"36","G0C5B126","02",1313.2044509,2,47,31,1,2,NA,1168,2
"37","G0C5B126","03",1313.2044509,1,20,NA,3,NA,5,NA,NA
"38","G0C5B126","04",1313.2044509,1,19,NA,3,NA,5,NA,NA
"39","G0C5B166","01",2585.2160403,1,39,22,1,1,NA,NA,1
"40","G0C5B166","02",2585.2160403,2,40,NA,3,NA,5,NA,NA
"41","G0C5B176","01",1345.0417144,2,82,NA,3,NA,NA,NA,NA
"42","G0C5B186","01",2114.1411631,1,68,NA,3,NA,5,NA,NA
"43","G0C5B186","02",2114.1411631,2,64,NA,3,NA,4,NA,NA
"44","G0C5B196","01",1501.9350904,2,82,NA,3,NA,NA,NA,NA
"45","G0C5B1C6","01",1675.8408568,1,76,NA,3,NA,NA,NA,NA
"46","G0C5B1C6","02",1675.8408568,2,75,NA,3,NA,NA,NA,NA
"47","G0C5B1D6","01",2015.4398645,1,39,37,1,2,NA,3466,1
"48","G0C5B1D6","02",2015.4398645,2,43,NA,3,NA,4,NA,NA
"49","G0C5B1E6","01",1902.2173392,2,48,55,1,2,NA,3000,1
"50","G0C5B1E6","02",1902.2173392,1,16,NA,3,NA,5,NA,NA
"51","G0C5B1G6","01",1693.3162846,1,58,31,1,1,NA,NA,1
"52","G0C5B1G6","02",1693.3162846,2,56,37,1,2,NA,5136,2
"53","G0C5B1H6","01",2423.3723011,1,49,38,1,2,NA,5000,1
"54","G0C5B1H6","02",2423.3723011,2,50,37,1,2,NA,9594,1
"55","G0C5B1H6","03",2423.3723011,2,19,NA,3,NA,5,NA,NA
"56","G0C5B1I6","01",1524.2741601,1,43,23,1,1,NA,NA,1
"57","G0C5B1I6","02",1524.2741601,2,31,42,1,2,NA,1745,2
"58","G0D5GID6","01",1921.3236583,1,41,35,1,2,NA,2019,1
"59","G0D5GID6","02",1921.3236583,1,42,35,1,2,NA,1300,2
"60","G0D5GIE6","01",1959.9143042,2,54,38,1,2,NA,3000,1
"61","G0D5GIF6","01",1178.7330863,2,31,45,1,2,NA,2063,2
"62","G0D5GIF6","02",1178.7330863,1,35,35,1,1,NA,NA,1
"63","G0D5GIG6","01",1476.000179,2,71,NA,3,NA,5,NA,NA
"64","G0D5GIG6","02",1476.000179,1,71,NA,3,NA,5,NA,NA
"65","G0D5GIH6","01",1695.8898816,2,53,43,1,2,NA,3092,1
"66","G0D5GII6","01",1628.4230265,2,50,43,1,2,NA,1700,1
"67","G0D5GII6","02",1628.4230265,1,30,62,1,2,NA,1800,1
"68","G0D5GIJ6","01",1784.8489163,1,44,47,1,2,NA,1500,1
"69","G0D5GIK6","01",1191.7419625,2,34,37,1,2,NA,2348,1
"70","G0D5GIK6","02",1191.7419625,1,37,35,1,2,NA,3443,1
"71","G0D5GIM6","01",2004.8305892,2,59,45,1,2,NA,1723,1
"72","G0D5GIN6","01",2552.6279435,2,59,52,1,2,NA,1800,1
"73","G0D5GIP6","01",2271.948919,2,41,34,1,2,NA,3000,1
"74","G0D5GIP6","02",2271.948919,1,15,NA,3,NA,5,NA,NA
"75","G0D5GIQ6","01",1602.8689099,2,48,35,1,2,NA,3391,1
"76","G0D5GIQ6","02",1602.8689099,2,19,55,1,2,NA,1506,1
"77","G0D5GIQ6","03",1602.8689099,1,22,NA,3,NA,5,NA,NA
"78","G0D5GIS6","01",1851.017156,1,71,NA,3,NA,5,NA,NA
"79","G0D5GIT6","01",1504.066286,2,70,NA,3,NA,5,NA,NA
"80","G0D5GIT6","02",1504.066286,1,91,NA,3,NA,NA,NA,NA
"81","G0D5GIU6","01",2017.7128194,2,60,37,1,2,NA,5850,1
"82","G0D5GIV6","01",1940.3037175,2,37,56,1,1,NA,1143,1
"83","G0D5GIV6","02",1940.3037175,1,41,68,1,2,NA,1555,1
"84","G0D5GIW6","01",1447.0782932,2,82,NA,3,NA,NA,NA,NA
"85","G0D5GIX6","01",1594.2977884,1,55,NA,3,NA,5,NA,NA
"86","G0D5GIX6","02",1594.2977884,2,50,46,1,2,NA,2508,1
"87","G0D5GIY6","01",1416.2567804,2,85,NA,3,NA,NA,NA,NA
"88","G0D5GIZ6","01",1383.4967225,2,81,NA,3,NA,NA,NA,NA
"89","G0D5GJ06","01",2331.8402094,2,61,54,1,2,NA,2539,1
"90","G0D5ODXD","01",1120.4478826,2,32,55,1,2,NA,1417,1
"91","G0D5ODXD","02",1120.4478826,1,31,63,1,2,NA,1600,1
"92","G0D5ODYD","01",1507.8484586,2,37,54,1,2,NA,2341,1
"93","G0D5ODZD","01",1756.232923,2,63,NA,3,NA,5,NA,NA
"94","G0D5OE1D","01",1636.7989959,1,38,43,1,2,NA,2100,1
"95","G0D5OE1D","02",1636.7989959,1,25,37,1,2,NA,1800,1
"96","G0D5OE3D","01",1996.5686352,2,28,48,1,2,NA,1865,1
"97","G0D5OGPD","01",1717.0180525,2,38,37,1,2,NA,3868,1
"98","G0D5OGPD","02",1717.0180525,1,37,37,2,NA,5,NA,NA
"99","G0D5OGTD","01",2258.8196893,2,20,46,1,2,NA,600,1
"100","G0D5OGUD","03",4048.2008253,1,23,65,2,NA,5,NA,NA
"101","G0D5OGUD","04",4048.2008253,1,28,46,1,2,NA,2025,1
"102","G0D5OGWD","01",1988.1818643,1,24,56,1,2,NA,1500,1
"103","G0D5OGXD","01",1299.4388051,2,41,54,2,NA,5,NA,NA
"104","G0D5OGXD","02",1299.4388051,1,47,56,1,2,NA,1380,2
"105","G0D5OGYD","01",1266.3909067,2,44,46,1,2,NA,1411,1
"106","G0D5OGZD","01",1819.8483284,2,27,34,2,NA,3,NA,NA
"107","G0D5OH1D","01",1433.2844912,2,52,46,1,2,NA,3642,1
"108","G0D5OH3D","01",2521.6794208,1,32,46,1,2,NA,2117,1
"109","G0D5OH3D","02",2521.6794208,2,30,NA,3,NA,4,NA,NA
"110","G0D5OH5D","01",1868.0472249,2,33,37,1,2,NA,2733,1
"111","G0D5OH6D","01",1490.8970371,2,29,46,1,2,NA,2111,1
"112","G0D5OJHD","01",3021.3268548,1,29,38,1,2,NA,2767,1
"113","G0D5OJHD","02",3021.3268548,2,27,38,1,2,NA,3142,1
"114","G0D5OJJD","01",2410.6604805,1,36,21,1,1,NA,NA,3
"115","G0E5TV9D","01",2757.5004329,2,29,35,1,2,NA,1761,1
"116","G0E5TVAD","01",3047.349608,2,27,55,1,2,NA,1317,1
"117","G0E5TVBD","01",2223.6812787,1,28,46,1,2,NA,2000,1
"118","G0E5TVBD","02",2223.6812787,2,29,46,1,2,NA,2321,1
"119","G0E5TVCD","01",2190.0549377,1,48,63,1,2,NA,1300,1
"120","G0E5TVJD","01",3321.5124787,1,37,63,2,NA,5,NA,NA
"121","G0E5TVJD","02",3321.5124787,2,30,54,2,NA,5,NA,NA
"122","G0E5TVKD","01",1925.4418583,1,30,54,1,2,NA,1517,1
"123","G0E5TVKD","02",1925.4418583,2,30,34,1,2,NA,3130,1
"124","G0E5TVMD","01",2390.488187,1,45,46,1,2,NA,2000,1
"125","G0E5TY1D","01",1155.1297405,1,77,NA,3,NA,NA,NA,NA
"126","G0F5L596","01",1724.546772,2,38,42,1,2,NA,1791,1
"127","G0F5L596","02",1724.546772,1,35,64,1,2,NA,2149,1
"128","G0F5L816","01",1570.2547067,1,47,53,1,2,NA,1750,1
"129","G0F5L816","02",1570.2547067,2,41,54,1,2,NA,950,2
"130","G0F5LAT6","01",1207.0768409,2,33,43,1,2,NA,1725,1
"131","G0F5LAT6","02",1207.0768409,1,32,NA,3,NA,5,NA,NA
"132","G0F5LDL6","01",1251.0876238,1,51,48,1,2,NA,3163,1
"133","G0F5LDL6","02",1251.0876238,2,43,55,1,2,NA,1392,1
"134","G0F5LDL6","03",1251.0876238,2,22,NA,3,NA,5,NA,NA
"135","G0F5LDL6","04",1251.0876238,1,17,NA,3,NA,5,NA,NA
"136","G0F5LGD6","01",1608.0670325,2,61,NA,3,NA,5,NA,NA
"137","G0F5LGD6","02",1608.0670325,1,65,NA,3,NA,5,NA,NA
"138","G0F5LJ56","01",1149.1127685,1,27,53,1,2,NA,2057,1
"139","G0F5LJ56","02",1149.1127685,2,30,37,1,2,NA,2209,1
"140","G0F5LLX6","01",1365.103334,1,39,45,1,2,NA,1346,1
"141","G0F5LLX6","02",1365.103334,2,40,54,1,2,NA,1700,1
"142","G0F5LOP6","01",1440.6600099,2,35,54,1,2,NA,700,2
"143","G0F5LOP6","02",1440.6600099,1,46,21,1,1,NA,NA,1
"144","G0F5LRH6","01",1555.741082,2,37,NA,3,NA,5,NA,NA
"145","G0F5LRH6","02",1555.741082,1,35,21,1,1,NA,NA,1
"146","G0F5LU96","01",1555.6439381,2,37,54,1,2,NA,1517,1
"147","G0F5LU96","02",1555.6439381,1,38,54,1,2,NA,1783,1
"148","G0F5LZT6","01",1537.1052925,2,61,NA,3,NA,5,NA,NA
"149","G0F5LZT6","02",1537.1052925,1,64,NA,3,NA,5,NA,NA
"150","G0F5T0VD","01",1370.3237383,1,44,21,2,NA,5,NA,NA
"151","G0F5T0VD","02",1370.3237383,2,37,NA,3,NA,5,NA,NA
"152","G0G5L2L6","01",1322.3948141,1,38,46,1,2,NA,1700,1
"153","G0G5L2L6","02",1322.3948141,2,37,43,1,2,NA,1500,2
"154","G0G5L5D6","01",1327.0010973,2,35,81,2,NA,5,NA,NA
"155","G0G5L5D6","02",1327.0010973,1,36,38,1,1,NA,3251,1
"156","G0G5L5D6","03",1327.0010973,2,18,NA,3,NA,5,NA,NA
"157","G0G5QH16","01",1235.1201868,1,54,21,1,1,NA,NA,1
"158","G0G5QH16","02",1235.1201868,2,51,68,1,2,NA,950,1
"159","G0G5QH16","03",1235.1201868,1,23,67,1,2,NA,811,1
"160","G0G5QH16","04",1235.1201868,1,16,NA,3,NA,5,NA,NA
"161","G0G5QH26","01",1476.6934296,2,69,NA,3,NA,4,NA,NA
"162","G0G5QH26","02",1476.6934296,2,19,81,2,NA,4,NA,NA
"163","G0G5QJT6","01",1412.0174139,2,77,NA,3,NA,NA,NA,NA
"164","G0G5QJU6","01",1302.0636854,1,82,NA,3,NA,NA,NA,NA
"165","G0G5QJU6","02",1302.0636854,2,69,NA,3,NA,4,NA,NA
"166","G0G5QJU6","03",1302.0636854,1,22,67,2,NA,5,NA,NA
"167","G0G5QJV6","01",1389.9887805,1,20,NA,3,NA,5,NA,NA
"168","G0G5QJV6","02",1389.9887805,2,59,NA,3,NA,4,NA,NA
"169","G0G5QJX6","01",1461.5803936,2,70,NA,3,NA,4,NA,NA
"170","G0G5QJX6","02",1461.5803936,1,31,64,2,NA,4,NA,NA
"171","G0G5QJY6","01",1545.010467,1,43,68,1,2,NA,1300,1
"172","G0G5QJY6","02",1545.010467,2,35,NA,3,NA,4,NA,NA
"173","G0G5QJZ6","01",1683.6686613,2,68,22,1,3,1,NA,3
"174","G0G5QJZ6","02",1683.6686613,1,73,22,1,1,NA,NA,2
"175","G0G5QJZ6","03",1683.6686613,1,42,55,2,NA,5,NA,NA
"176","G0G5QK06","01",1612.6124311,1,65,NA,3,NA,5,NA,NA
"177","G0G5QK06","02",1612.6124311,2,61,43,1,2,NA,1580,1
"178","G0G5QK06","03",1612.6124311,1,20,NA,3,NA,5,NA,NA
"179","G0G5QK16","01",1224.4403373,2,32,NA,3,NA,4,NA,NA
"180","G0G5QK16","02",1224.4403373,1,29,56,2,NA,4,NA,NA
"181","G0G5QK26","01",1267.7682494,2,50,NA,3,NA,4,NA,NA
"182","G0G5QK26","02",1267.7682494,1,44,63,1,2,NA,1098,1
"183","G0G5QK26","05",1267.7682494,1,19,NA,3,NA,5,NA,NA
"184","G0G5QK26","06",1267.7682494,1,21,81,2,NA,5,NA,NA
"185","G0G5QK36","01",1572.7163333,1,52,62,1,2,NA,1750,1
"186","G0G5QK36","02",1572.7163333,2,50,56,1,2,NA,940,2
"187","G0G5QK46","01",1680.5292815,1,45,65,1,2,NA,1235,1
"188","G0G5QK46","02",1680.5292815,2,39,NA,3,NA,4,NA,NA
"189","G0G5QK46","03",1680.5292815,1,16,NA,3,NA,5,NA,NA
"190","G0G5QK46","04",1680.5292815,1,15,NA,3,NA,5,NA,NA
"191","G0G5QML6","01",1519.0566839,1,79,NA,3,NA,NA,NA,NA
"192","G0G5QML6","02",1519.0566839,2,70,NA,3,NA,4,NA,NA
"193","G0G5QMM6","01",1992.0703403,2,26,56,1,2,NA,1096,1
"194","G0G5QMM6","02",1992.0703403,1,29,62,1,2,NA,2400,1
"195","G0G5QMP6","01",1512.8266473,1,68,NA,3,NA,5,NA,NA
"196","G0G5QMP6","02",1512.8266473,2,63,NA,3,NA,4,NA,NA
"197","G0G5QMP6","03",1512.8266473,1,37,55,2,NA,5,NA,NA
"198","G0G5QMP6","04",1512.8266473,2,30,54,1,2,NA,750,2
"199","G0G5QMP6","05",1512.8266473,1,23,NA,3,NA,5,NA,NA
"200","G0G5YFDD","01",1255.7369991,2,44,46,1,2,NA,2598,1
"201","G0G5YFDD","02",1255.7369991,1,47,62,1,2,NA,2478,1
"202","G0G5YFDD","04",1255.7369991,2,18,NA,3,NA,5,NA,NA
"203","G0G5YFDD","05",1255.7369991,2,15,NA,3,NA,5,NA,NA
"204","G0G5YI5D","01",1041.0419699,1,45,62,1,2,NA,2821,1
"205","G0G5YI5D","02",1041.0419699,2,43,56,1,2,NA,317,1
"206","G0G5YKXD","01",1207.2627757,1,53,63,1,2,NA,2000,1
"207","G0G5YKXD","02",1207.2627757,2,53,46,1,2,NA,2824,1
"208","G0G5YNPD","01",1281.6849961,1,53,63,1,2,NA,2091,1
"209","G0G5YNPD","02",1281.6849961,2,50,NA,3,NA,3,NA,NA
"210","G0G5YNPD","03",1281.6849961,2,17,NA,3,NA,5,NA,NA
"211","G0G5YW1D","01",1225.0817004,1,55,62,1,2,NA,2070,1
"212","G0G5YW1D","02",1225.0817004,2,53,56,1,2,NA,1026,1
"213","G0G5YW1D","03",1225.0817004,1,26,52,1,2,NA,1822,1
"214","G0G5YYTD","01",1293.2309531,1,58,64,1,2,NA,250,2
"215","G0G5YYTD","02",1293.2309531,2,54,56,1,2,NA,550,1
"216","G0H53TXE","01",680.69694804,1,68,NA,3,NA,4,NA,NA
"217","G0H53TXE","02",680.69694804,2,66,NA,3,NA,4,NA,NA
"218","G0H53WPE","01",694.46268024,2,74,NA,3,NA,4,NA,NA
"219","G0H53WPE","02",694.46268024,1,79,NA,3,NA,NA,NA,NA
"220","G0H5VYD6","01",798.54470373,1,88,NA,3,NA,NA,NA,NA
"221","G0H5VYD6","02",798.54470373,2,89,NA,3,NA,NA,NA,NA
"222","G0H5Y1LD","01",1188.708439,1,56,22,1,1,NA,NA,1
"223","G0H5Y1LD","02",1188.708439,2,54,55,1,2,NA,1287,2
"224","G0H5Y4DD","01",1469.9261044,1,50,42,1,2,NA,4423,1
"225","G0H5Y4DD","02",1469.9261044,2,35,45,1,2,NA,1300,1
"226","G0H5Y75D","01",1294.8120316,2,77,NA,3,NA,NA,NA,NA
"227","G0H5YNTD","01",1054.1177436,1,38,47,1,2,NA,1900,1
"228","G0H5YNTD","02",1054.1177436,2,37,52,1,2,NA,1450,1
"229","G0H5YQLD","01",1220.835031,2,49,42,1,2,NA,2200,1
"230","G0H5YQLD","02",1220.835031,2,17,NA,3,NA,5,NA,NA
"231","G0H5YQLD","03",1220.835031,1,15,NA,3,NA,5,NA,NA
"232","G0H5YW5D","01",1280.0978322,2,54,56,1,2,NA,1100,1
"233","G0H5YW5D","02",1280.0978322,1,57,NA,3,NA,5,NA,NA
"234","G0H5YW5D","03",1280.0978322,2,85,NA,3,NA,NA,NA,NA
"235","G0I5329E","01",747.98355707,1,67,NA,3,NA,4,NA,NA
"236","G0I5329E","02",747.98355707,2,66,NA,3,NA,4,NA,NA
"237","G0I5351E","01",662.90325906,1,81,NA,3,NA,NA,NA,NA
"238","G0I5351E","02",662.90325906,2,80,NA,3,NA,NA,NA,NA
"239","G0I537TE","01",774.43482267,2,38,68,1,2,NA,490,1
"240","G0I537TE","02",774.43482267,1,43,63,1,2,NA,1353,1
"241","G0I53DDE","01",706.86296448,1,68,NA,3,NA,4,NA,NA
"242","G0I53DDE","02",706.86296448,2,66,NA,3,NA,4,NA,NA
"243","G0I53G5E","01",720.05300698,2,68,NA,3,NA,4,NA,NA
"244","G0I53G5E","02",720.05300698,1,70,NA,3,NA,4,NA,NA
"245","G0I53IXE","01",654.174791,1,74,NA,3,NA,4,NA,NA
"246","G0I53IXE","02",654.174791,2,75,NA,3,NA,NA,NA,NA
"247","G0I53OHE","01",690.25262908,2,75,NA,3,NA,NA,NA,NA
"248","G0I53R9E","01",701.46656794,2,81,NA,3,NA,NA,NA,NA
"249","G0I53R9E","02",701.46656794,1,83,NA,3,NA,NA,NA,NA
"250","G0I53WTE","01",692.28640965,1,62,64,1,2,NA,450,2
"251","G0I53WTE","02",692.28640965,2,59,54,1,2,NA,1769,1
"252","G0I53WTE","03",692.28640965,2,66,NA,3,NA,5,NA,NA
"253","G0I53ZLE","02",691.20069367,2,82,NA,3,NA,NA,NA,NA
"254","G0I5V156","01",773.78483529,2,67,NA,3,NA,4,NA,NA
"255","G0I5VC96","01",760.51054551,1,80,NA,3,NA,NA,NA,NA
"256","G0I5VC96","02",760.51054551,2,80,NA,3,NA,NA,NA,NA
"257","G0I5VF16","01",815.65002643,2,86,NA,3,NA,NA,NA,NA
"258","G0I5VHT6","01",720.61389354,2,56,45,1,2,NA,2113,1
"259","G0I5VHT6","02",720.61389354,1,27,55,1,2,NA,1083,1
"260","G0I5VKL6","01",828.0382631,2,88,NA,3,NA,NA,NA,NA
"261","G0I5VND6","01",767.20627511,1,82,NA,3,NA,NA,NA,NA
"262","G0I5VND6","02",767.20627511,2,77,NA,3,NA,NA,NA,NA
"263","G0I5VQ56","01",822.65461315,1,61,NA,3,NA,4,NA,NA
"264","G0I5VQ56","02",822.65461315,2,61,NA,3,NA,4,NA,NA
"265","G0I5VVP6","01",703.97473784,2,48,52,1,2,NA,1400,1
"266","G0I5VYH6","01",828.58336079,1,77,NA,3,NA,NA,NA,NA
"267","G0I5VYH6","02",828.58336079,2,72,NA,3,NA,4,NA,NA
"268","G0I5VYH6","03",828.58336079,1,44,68,1,2,NA,1551,1
"269","G0J50FP7","01",1297.1573233,2,70,NA,3,NA,5,NA,NA
"270","G0J50FP7","02",1297.1573233,1,71,NA,3,NA,5,NA,NA
"271","G0J50FQ7","01",1273.2052302,1,32,67,2,NA,5,NA,NA
"272","G0J50FQ7","02",1273.2052302,2,29,NA,3,NA,5,NA,NA
"273","G0J50FR7","01",1265.9060989,1,73,NA,3,NA,5,NA,NA
"274","G0J50FS7","01",1948.7736883,1,36,67,1,2,NA,1200,1
"275","G0J50FS7","02",1948.7736883,2,29,55,1,2,NA,1160,1
"276","G0J50FT7","01",1860.920762,1,47,65,1,2,NA,2608,1
"277","G0J50FU7","01",1626.7276589,1,31,56,2,NA,5,NA,NA
"278","G0J50FW7","01",1766.1449688,2,35,43,1,2,NA,1880,1
"279","G0J50FX7","01",1811.093023,1,62,NA,3,NA,5,NA,NA
"280","G0J50FY7","01",1687.5954853,2,41,NA,3,NA,5,NA,NA
"281","G0J50FZ7","01",1987.3523564,1,50,NA,3,NA,5,NA,NA
"282","G0J50G07","01",2019.6563133,1,65,NA,3,NA,5,NA,NA
"283","G0J50IH7","01",1550.186654,2,83,NA,3,NA,NA,NA,NA
"284","G0J50II7","01",1444.6347274,1,63,NA,3,NA,5,NA,NA
"285","G0J50II7","02",1444.6347274,2,56,56,1,2,NA,1300,1
"286","G0J50IK7","01",1445.6976797,2,61,NA,3,NA,5,NA,NA
"287","G0J50IK7","02",1445.6976797,1,66,NA,3,NA,5,NA,NA
"288","G0J50IL7","01",1701.5515576,2,31,43,1,2,NA,1400,1
"289","G0J50IM7","01",1517.8973363,2,52,68,1,2,NA,898,2
"290","G0J50IM7","02",1517.8973363,1,55,67,1,2,NA,1150,1
"291","G0J50IN7","01",1669.1431399,1,63,NA,3,NA,5,NA,NA
"292","G0J50IO7","01",1879.7879191,2,40,NA,3,NA,5,NA,NA
"293","G0J50IP7","01",2268.7101411,1,26,NA,3,NA,5,NA,NA
"294","G0J50IQ7","01",1660.3281058,2,56,63,1,2,NA,1221,1
"295","G0J50IQ7","02",1660.3281058,1,30,55,1,2,NA,1100,1
"296","G0J50IR7","01",2115.2912932,1,43,NA,3,NA,5,NA,NA
"297","G0J50IS7","01",1620.5648659,2,46,52,1,2,NA,1836,1
"298","G0J532DE","01",756.97650739,2,66,NA,3,NA,4,NA,NA
"299","G0J532DE","02",756.97650739,1,66,NA,3,NA,4,NA,NA
"300","G0J5355E","01",706.78510611,2,61,NA,3,NA,4,NA,NA
"301","G0J5355E","02",706.78510611,1,69,NA,3,NA,4,NA,NA
"302","G0J53APE","01",493.73222255,1,48,62,1,2,NA,1083,1
"303","G0J53APE","02",493.73222255,2,47,22,1,1,NA,NA,2
"304","G0J53APE","04",493.73222255,2,17,NA,3,NA,4,NA,NA
"305","G0J53APE","07",493.73222255,1,71,NA,3,NA,4,NA,NA
"306","G0J53DHE","01",1275.5612614,1,64,NA,3,NA,5,NA,NA
"307","G0J53DHE","02",1275.5612614,2,62,NA,3,NA,4,NA,NA
"308","G0J58B9E","01",1733.4785513,1,45,52,1,2,NA,747,2
"309","G0J58E1E","01",1580.8280745,2,41,NA,3,NA,5,NA,NA
"310","G0J58GTE","01",1715.2089935,2,54,68,1,2,NA,420,2
"311","G0J58GTE","02",1715.2089935,1,58,NA,3,NA,5,NA,NA
"312","G0J58GUE","01",1271.9946765,2,75,NA,3,NA,NA,NA,NA
"313","G0J58GUE","02",1271.9946765,1,42,NA,3,NA,5,NA,NA
"314","G0J58GVE","01",1759.1320931,2,55,54,1,2,NA,1174,2
"315","G0J58GWE","05",1430.0807847,1,46,21,1,1,NA,NA,1
"316","G0J58GWE","06",1430.0807847,2,38,45,1,2,NA,450,1
"317","G0J58GXE","01",1575.0572852,2,58,54,1,2,NA,833,2
"318","G0J58GYE","05",1477.342271,2,26,52,1,2,NA,738,2
"319","G0J58GYE","06",1477.342271,1,36,67,1,2,NA,1390,1
"320","G0J58GZE","03",1525.2963575,2,63,56,1,2,NA,325,2
"321","G0J58H0E","01",1340.2286314,2,29,52,1,2,NA,1442,1
"322","G0J58H0E","04",1340.2286314,1,23,53,1,2,NA,1500,1
"323","G0J58H1E","01",1215.5479571,2,69,NA,3,NA,5,NA,NA
"324","G0J58H1E","02",1215.5479571,1,74,NA,3,NA,NA,NA,NA
"325","G0J58H2E","01",1165.8127968,2,51,56,1,2,NA,343,2
"326","G0J58H2E","02",1165.8127968,1,51,63,1,2,NA,1325,1
"327","G0J58H2E","03",1165.8127968,2,16,55,1,2,NA,527,1
"328","G0J58JLE","01",1337.306184,2,78,NA,3,NA,NA,NA,NA
"329","G0J58JNE","01",1383.3745849,1,68,NA,3,NA,5,NA,NA
"330","G0J58JOE","01",1753.5625377,2,27,56,1,2,NA,675,2
"331","G0J58JPE","01",1163.3929051,1,72,NA,3,NA,5,NA,NA
"332","G0J58JPE","02",1163.3929051,2,70,NA,3,NA,5,NA,NA
"333","G0J58JQE","02",1666.9043351,2,54,56,1,2,NA,940,2
"334","G0J58JQE","03",1666.9043351,1,23,NA,3,NA,5,NA,NA
"335","G0J58JRE","01",1342.3139533,1,69,NA,3,NA,5,NA,NA
"336","G0J58JSE","01",1231.1452993,1,50,65,1,2,NA,2050,1
"337","G0J58JSE","02",1231.1452993,2,52,NA,3,NA,5,NA,NA
"338","G0J58JSE","03",1231.1452993,2,16,NA,3,NA,5,NA,NA
"339","G0J58JTE","01",1739.8496101,1,46,68,1,2,NA,1563,1
"340","G0J58JUE","01",1229.1537208,2,43,67,1,2,NA,1500,1
"341","G0J58JUE","02",1229.1537208,1,15,NA,3,NA,2,NA,NA
"342","G0J58JUE","03",1229.1537208,2,19,42,1,2,NA,310,1
"343","G0J5V416","01",770.00888102,2,72,NA,3,NA,4,NA,NA
"344","G0J5V9L6","01",832.68072824,2,85,NA,3,NA,NA,NA,NA
"345","G0J5VCD6","01",815.08877062,2,42,21,1,3,NA,NA,2
"346","G0J5VCD6","02",815.08877062,1,45,21,1,1,NA,NA,1
"347","G0J5VCD6","03",815.08877062,2,17,NA,3,NA,4,NA,NA
"348","G0J5VF56","01",834.11613507,2,90,NA,3,NA,NA,NA,NA
"349","G0J5VHX6","01",748.54336912,1,53,46,1,2,NA,2292,1
"350","G0J5VHX6","02",748.54336912,2,60,52,1,2,NA,1400,1
"351","G0J5VKP6","01",862.67715219,2,48,NA,3,NA,4,NA,NA
"352","G0J5VKP6","02",862.67715219,1,40,13,1,1,NA,NA,1
"353","G0J5VKP6","03",862.67715219,2,16,NA,3,NA,5,NA,NA
"354","G0J5VNH6","01",737.46163042,1,48,NA,3,NA,4,NA,NA
"355","G0J5VNH6","02",737.46163042,2,54,47,1,2,NA,1733,1
"356","G0J5VT16","01",761.43842712,2,72,NA,3,NA,4,NA,NA
